timestamp,left_leg_angle,right_leg_angle,x_absolute,y_absolute
2025-12-19 22:30:49.037,298.916015625,291.796875,3.8315792390733137,1.9784184175036423
2025-12-19 22:30:50.037,290.126953125,319.921875,3.167245587415022,1.9926291058414292
2025-12-19 22:30:51.037,335.7421875,308.759765625,2.612493942490249,2.014528486303208
2025-12-19 22:30:52.037,304.98046875,301.904296875,1.6299777618114848,2.02088645841747
2025-12-19 22:30:53.037,299.70703125,336.796875,0.9146685454634256,2.031760974386033
2025-12-19 22:30:54.037,287.578125,311.923828125,-0.4164271443232398,2.0540536378122445
2025-12-19 22:30:55.037,307.44140625,310.78125,-1.1288431713168394,2.0445031456244456
2025-12-19 22:30:56.037,297.685546875,292.587890625,-2.2445926459110757,2.0875091417294547
2025-12-19 22:30:57.037,282.65625,302.958984375,-2.8809841683512003,2.1263355361004237
2025-12-19 22:30:58.037,308.14453125,314.82421875,-3.322243906390976,2.168774795362574
2025-12-19 22:30:59.037,346.640625,347.607421875,-3.341492773120703,2.2131739286557464
2025-12-19 22:31:00.037,1.23046875,0.439453125,-3.1271219818564804,2.2575330262699236
2025-12-19 22:31:01.037,2.28515625,1.7578125,-2.924619478929288,2.272548817721347
2025-12-19 22:31:02.037,2.28515625,1.845703125,-2.849338597957149,2.195109915213524
2025-12-19 22:31:03.037,2.373046875,1.93359375,-2.7615626217455107,2.163605569583338
2025-12-19 22:31:04.037,2.548828125,1.93359375,-2.662390911773916,2.130218544467094
2025-12-19 22:31:05.037,2.4609375,1.93359375,-2.537029164870031,2.1621712096417123
2025-12-19 22:31:06.037,2.548828125,1.93359375,-2.4409703564217304,2.1860078889861443
2025-12-19 22:31:07.037,2.63671875,1.93359375,-2.4418399528597474,2.193037518754402
2025-12-19 22:31:08.037,2.63671875,1.93359375,-2.4068019898221946,2.200369407717772
2025-12-19 22:31:09.038,2.724609375,1.93359375,-2.3979351114931724,2.1930897283690562
2025-12-19 22:31:10.037,2.8125,1.93359375,-2.4694362661842852,2.2103272565787124
2025-12-19 22:31:11.037,2.724609375,1.93359375,-2.451737468365205,2.202309280383865
2025-12-19 22:31:12.037,2.8125,1.93359375,-2.467454974355751,2.2191387875163544
2025-12-19 22:31:13.037,2.900390625,1.93359375,-2.473973549659445,2.2151635513730104
2025-12-19 22:31:14.037,2.98828125,1.93359375,-2.5027911357946246,2.223555887783939
2025-12-19 22:31:15.037,2.98828125,1.93359375,-2.489111131525445,2.207786705460448
2025-12-19 22:31:16.037,2.109375,1.93359375,-2.4801689103529787,2.19737216824276
2025-12-19 22:31:17.037,2.373046875,1.93359375,-2.570887885082202,2.1490340876731757
2025-12-19 22:31:18.037,2.98828125,1.93359375,-2.6297497871571958,2.125127022925533
2025-12-19 22:31:19.037,3.076171875,1.93359375,-2.5733164885706685,2.1401429416055064
2025-12-19 22:31:20.037,3.076171875,1.93359375,-2.523778144023285,2.1663261858264304
2025-12-19 22:31:21.037,3.076171875,1.93359375,-2.4939061895039476,2.176595555721563
2025-12-19 22:31:22.037,2.98828125,2.021484375,-2.454110857123858,2.1944436928480444
2025-12-19 22:31:23.037,3.1640625,1.93359375,-2.44792485533816,2.207120517678077
2025-12-19 22:31:24.037,3.1640625,1.93359375,-2.4433481706796716,2.206017532036248
2025-12-19 22:31:25.037,3.251953125,1.93359375,-2.431713354627977,2.1938910430645677
2025-12-19 22:31:26.037,2.724609375,1.93359375,-2.443568090642602,2.2008378262779633
2025-12-19 22:31:27.037,2.900390625,1.93359375,-2.466605824617573,2.1948943740954596
2025-12-19 22:31:28.037,3.251953125,1.93359375,-2.4896421068637373,2.187180889804459
2025-12-19 22:31:29.037,3.1640625,1.93359375,-2.49077328066182,2.1745652367131587
2025-12-19 22:31:30.037,3.1640625,1.93359375,-2.470573877653578,2.179967807049567
2025-12-19 22:31:31.037,3.1640625,1.93359375,-2.4591373079494616,2.1801781958780713
2025-12-19 22:31:32.037,3.076171875,1.93359375,-2.458829453841232,2.178980758650005
2025-12-19 22:31:33.037,3.1640625,1.93359375,-2.458918118212158,2.1855673062072816
2025-12-19 22:31:34.037,3.251953125,1.93359375,-2.460713769927586,2.1925128325277523
